text,label
saudad ir cantinh lanch com enroladinh vin convers sobr vid faz muit falt,0
pod fal j to interag,0
mt complic encontr vest fest fiqu bom mim pqp,1
seit doi men ratazan gord,1
porr nenhum fals amg txic,1
neg fal q to vend drog k sai p l invej pau cu,1
mt burr pra esquec cel carr merm viu,1
sri viad,1
assis anda post rol k t engan agor vsf uahsush menin caseir tcokgcindxnfg,1
par sangr bucet man sac,1
edi nic parec paperbackn bem fei est lindssim,0
put merd tod s hin ai caralh deus cu favs vid,1
cu fdp entro chuveir vontad cag,1
olha zap,0
acord celul dentr lix bom dia,0
camil faz cuec shawn vde takeov band 5h sai tod seman ep 54 tcou1coipznus,0
club portugus respeit europ futebol nic bicamp europ nic aind fal lembr equip bicamp 5 viol s vocs lembr,0
retard mau cart cnicad tud pouc,1
quer entend gnt estud namor trabalh vid social seri dia sai amig faz esport cursinh not boas porr tod segred,0
quis cacha cu vai pod hein vem pergunt antes mat,1
caralh wushsjaiiaiajssjs,1
opini cretin 60 milh apo capit melhor tod temp,1
fal vc s esquerdopat fissur fracass invej contumaz sucess alhei vc assim tod esquerdopat incompetent fracass acha sempr q pesso sucess dev algum cois nic moral q vc reconhec serv,1
bonit,0
ih mts,0
p ajud mui man qq,0
argumentri benfiqu ah outr sempr mesm casset zer argument,1
olha transform manchest united milan tim fei pra cacet,1
deus ajud q torn pesso to troux assunt hom deus ajud pq vai tom cu viu,1
put par tarr andand volt pra cas noit repent sent tei aranh test bix desesper tant fiqu debat rua fodac achar aranh australian esto brincadeir,0
pergunt pq gost pretinh tcom4drrpsuxy,1
put merd ganh s vi agr,1
tias acha sup boa afinal heter agor envolv mulh beij min est apaixon garot vergonh min trat sup bem faz garot feliz mund fud viu odei faml,1
ps trein pern escad ilha,0
car torc pro atltic mineir k cad bi n sei porr,0
fic trist dem man,0
pior imag ter feir tcoqcpgkacgrc,0
deus exist irma k nao vou precis ir atras dess diab ruim nois vai tromb rua ai quer ver eh boa mem fal merd car desgra caralh,1
poet nad pens min manj cant shaushahs,0
deu bom porr tcoxuxyha83ln,0
bailedacolomb bailedokit vamo porr,0
dia t calor outr t fri imun vai onde pqp,0
fic put sab q tav geral cant junt aqu ns n gent,0
pqp tom ingress show metall 1 milh rea pq ador quer compr pra,0
quart t arrumadssim n parec quart,0
danarin lug samuel ros urban outfitters revel cap altern vinil norman fucking rockwell favorit vocs tco8yt1mygmqq tco7g0ubivrdu,0
xingament dia patif,0
cas polc,0
bom dia amor pass pra mat saudad off aind tbt loir gostosasconfrariars tcosewojhk6iq,1
vou assist ento k,0
trein ia entend piad rol academ so tip brincadeir ento favor militariz,0
cab vai explod viad,1
mulh fei tav tud cert mulh bonit mex cora,1
chuv cai l aqu dentr nois divert,0
boa takesh porr goon,1
t c tant vergonh quer consegu abrir sobr falt corag,0
felicital brou,0
agost nad aul volt kk,0
vsf k,1
surt sulist k shor,0
vcs noo hom assum est envolv mort maior artist rap tod temp nad acontec ningum ir pra cad estad american to porc quant brasileir,1
caralh volt camis pra cas lembr oq fiz,1
clar queix combin entrar hj segund n deals so deals,0
ai dei grit tomtom filh aparec miou tav feit bolinh debaix palmeir varand cas porr resp to alivi at jesus consegu ouv,1
tent fal espanhol mesm cois estvo fal portugu pra entend porr nenhum,1
boa tard amor tud bem vcs so avis gent cham zap avis so cham zap compr algum vde fot obrig cham quer fic papinh ja sab bloqu hor tcomxvzwbhceb,0
fic chat cert cois sab,0
pqp k j ia vir q achand q q lio aug pai,0
ai gab s viv sab ai s mesm amo tcoirbdz90awd,0
mt don cas seman,0
vot voc extrovert popul sex lcool drog fest livr julg intelignc txic clar escrot,1
mlhr cois hj pai ter dad cart pra compr roup ik amo amo,0
n sei filh pau cu,1
s quer cas gilbert blythe nao poss porqu exist tconhw8jxsim5,0
lind ver k bolsonarotemraza,0
ministri notv filh put,1
calm bich velh,1
kard grup extrem lendri tco4aw9vpbzxu,0
plan ced pro lix bem rpid,0
fala babaca vai fal tav errad fing idiot,1
k parec sol 10hrs,0
lamentvel final voz dentr govern ous diz verdad algum realiz trabalh sri torn baix dess onda obscurant lider antipresident,0
teresin diferent red pets tcoy8yixunxof,0
bernard fic put gent dorm junt fal s falt entrar dentr,1
av lev tud sri put par,1
estud comprov q qnd vc peg lix pra mo cai tcolky1ikzfup,0
car public duas linh cham matr fic fcil ler tud,1
apoi cresciment outr nunc ir imped,0
vtnc boa nint saiu daqu caus impost burocrac,1
vem tqui porr,1
put alerg,0
vou abrir olho compr ultim hor,0
receb hoj to igual pint lix,1
andre nev irm aci mand lembran,0
gay hter bi fei,0
relacion s dur dois soub convers ser amig corrig erros prossegu procur sempr melhor nunc desist,0
ai deix fal serissim aqu chat inconvenient gent j t pouc lix pra pessoascois acontec 1 idiot pra pux nov pra vid,1
pesso nao exalt hin dev exalt opini caralh musica letr maravilh jin fez arrepi ate cabel curaa rsrsrsrs entend,1
lug onde primeir oportun met p daqu tco22klgy1gyy,0
p entend ocs pag pau p neguim,1
sei defeit qualidad tcocagbdzqsch,0
abrir cart alhe continu send crim contr privac vocs sab diss,0
atualiz vocabulri tambm fal hol galerinh canal vam fal assunt diferentinh hoj aes log vinhet solt vinhet editor msic pabl vit hor vinhet ajud engaj rsrs,0
pra ter piad krt ontem leo cag pau,0
b99 tent lacr dem chat gin insuportvel jak babac gra nenhum nic legal pai chris sri infantil lend cois tcoypjrnqe2ty,1
cad boa hj ness arax,0
li inteir nao total ruim lbottom oq to falandok s acho andy evolu escrit eh mei decepcion log primeir fic reconhec so pq smut pra caralh,0
nunc resolv sair dia sext quer fic temp chuv condio,0
t rind lik retard c vid,0
ver trist j trabalh tar onde est conquist cois sozinh agor ver resum mach desanim,1
mulh nao pod fal sirir onlin porr,1
algum hom feminist mulh hter favor caus lgbt on empoder pag inscri xi encontr regional sud histr oral,0
vagabund fal tom remdi pra dorm pq consegu viv receb dia agor vai pro flu ganh 250 receb salri cad 3 mes vasc ganh 550 vagabund defin verm,1
sad t lix,0
esper algum avis vde dic grand bost pra n pass vergonh gratuit nov,1
k put raz,0
sab form ia fod tud at ano cheg k q dio,1
quer ganh mim cham camarim mpn luansantan luanet luansantanashow,0
aprend diz pesso cert tcoofsfpjxdk6,0
s noj noj peg sozinh pau,1
dia louc tco4dmhm9tsvb,0
to desd ontem tent chor surt t cad vez pior vo desat p n fic tweet bost,0
apanh pouc aind bait fdp,0
dar vez ento,0
pres send ovacion pov pov convid front tapum,0
anlis melhor fas vej est redor segu lembr pior fas observ realment l,0
filh put aind corag met soc nel sla hom dev exist,1
boy diss vai dar s acredit vend,0
pq crist interfer amig,0
quer volt ness poc,0
quest direit esquerd conserv progress quest moral zel erri dinheir pblic gran garant servi pblic qualidad favor cert defend lavajat cobr stf stfvergonhanacional,0
vou ter tant saudad dest burr,0
dor porr,1
respost cheg rpid tcojc6qsezjqp,0
j lev farr bndes tcokhfhatjaq5,0
vc nunc fei loucur,0
j porc liv,0
lix kk,0
planet onde viv soment deus permiss pod emit algum reprimend atos contr inter brasil popula stfvergonhanacional,0
roub vend abus autor agor ningum respeit est corj s tambm hoj pov quer fim dest comun,1
efeit roup man roup ta literal brilh itzy sempr surpreend tcoqmgn1ph1ix,0
t put q c marian n fal ng t marian,1
its tru aprend english vend sri poc escol educa br lix,0
fei dem pqp mpn nowunited uniters marinaruybarb tcoslramgct4,1
j q senhor est fal entrev respond favor senhor tb neg fal canalh tcoymvu2odo8z,1
pox sri tud pra dar cert elenc fs dir hor faz fic negci mei tcow2izpmulhf,0
maior realment exist ningum gost hom gent gost pau s tco9cjqmhc8bh,1
yoong escond tod boiol hoseok,1
breg nad arras,0
si fud president bem receb tco24m4rfll5f,1
lig pra porr nenhum tcomvy5yvpc9,0
hom caamb lix nossinhor,1
mim fsic s frent anan,0
cad cois q gent ler mach s fal merd pqp,1
sab problem compara ter sempr vai pux dad pra lad outr ah tornei petec 1920 golagol antes part 1940 val hoj venc pois val 3 pont deix rival faz 3 pont tcouelqkyx8um,0
ltim vez fiz pagu 450 olha j uns dois anos to at med ir ver pre agor hahah,0
fud k,1
men 1 sold honr porr merm ntj,0
railan tav tod soltinh rock kkakak iri respond nad nom j q vocs to enchend porr sac vou fal termin quis nad rela desgast dem tcocqjy45dnsl,1
caralh tap fua tom,1
asa morceg pen galinh vc quer risadinh garot vc eh idiot k tcoctm7pl6uk,0
s tom cu vid faz oq,0
gent vocs lembr dess hin nostalg pqp saudad dess poc tcohtpndr5agd,0
kean inglaterr amanh segund jornal fabrizi roman atac italian mois kean dev cheg inglaterr amanh realiz exam mdic assin contrat everton tco9matvu97q6,0
exist dois tip mulh amam conhec,1
mlk to toss alrgic alerg pel rost descasc inteir rinit pqp irmo,1
f deus nad mund vai ns par tco8ziiqxjqss,0
moa fot fic fei tir outr pf tcowy2n9qrssb,0
msic impact d pra sent tod dor revolt tristez mdi lix ser human cru,1
ouo voz udi fic deus seras outr escut voz fei assim tcoqxwv40bts7,0
gent f dess velh dement,1
amig seokjin ento perfeit,0
nega pra mex comput pqp,0
quer fud com caralh tcou5nuhrdbym,1
put par to nervos porr jog pqp,1
dei match vc tind n corag cham menin lind l pqp fiqu apaixon deu match t perd temp pq boc tcohvx8eqiikr,1
dia 10 pau vai quebr jeit,1
bot remdi porr beb irmo voc otri,1
detest crian p frent pqp,1
prioridad filh jam vou fic bat cab caus hom vou avis at quebr bald pq vou busc porr nenhum,1
q parec acho nao,0
preconceit pq lind pra caralh,0
caramb mto calor regi serran fluminens vam beb gua question ordem vigent pessoal,0
voc padr vc mau cart usand religi parafras poltic defensor band,1
put par calor merd,0
porr cans trox q cheg lug primeir q amig pau,1
maldit fdp lig rota celul,1
entend puts sab dess lad,0
ontem quadrilh ped minut silnci mesm fez barulh porr,0
precis explic sri vej merd msm pqp,1
cont antig suspens sig ness and stre nev really over tcojcqbu0audx,0
porr man lia mt ruim,1
cad cm ness list dartins,0
compr umas outr dia aind use,0
t p porr nenhum rs tcowziu3newt,0
jornal fic martel dit outr jornal hor mud profiss,0
ja fic p lad tom carreg celul s pra nao ter q cort assunt ter q dar tchau pra pesso porqu bat ta acab nao sab q prov amor,0
pod moz pau cu t brav,1
natur hom hom fob cad feminaz pra grit bib,1
caralh gostos la vai piroc,1
quant velh fic men amig real,0
desculp amor pod vir,0
acha so p chinel vo si s gent gran aind explor madeireir so boi piranh tud apanh indgen,1
eduardinh mt burr man,1
whindy capac diz coc col ruim man s mat dess,0
roup fic boa fei vou pro show pront,0
j dess vez vou pod compr vou contribu divulga xd,0
k povinh fud,1
estdi signal prk bvb put estadi raiz mt mim mt moderniza melhor torc europ mund,0
stf tic moral nenhum cruz limi cafajestag tcoz3ha6yjxls,1
vez vcs esquec sens esttic algo particul n tod mund tambm chanc eou vontad trein desenvolv olhar apur pra cois tcoy6kuosclzb,0
tristez nao ter gran pra substitu cai cho,0
engra post negci exat irm faz comig reag k rir,0
vontad deus respost voca outr tco6rw3ric90m,0
larg sozinh aq sal pqp,1
pai gost fud possvel,1
porr chat tud vontad chor infern,1
sonh andi assim,0
leg vendedor pq vez pesso ta tend put dia merd atend sorris rost necess cuz caralh,1
mand fot fao,0
odei menin vei tnc,1
s confi est comig pior moment quant vez quis mat depress nunc abandon j so 04 anos lad lad nic amig amo,0
voc imbecil dev expuls igrej catlic pensament dio cab algum diz padr,1
putinh dupl penetra,1
evolu,0
s sab q seman tod vou fic ness chuv vent chat pra caralh corr faz treinament j to pistol,0
prepar psicolog msg arthur diz q morg rol,1
caf k7 beb eh toddy fia,1
ta viv sim acredit q ta mort burr,0
pmp lp j,0
sdds grup k,0
falt 1 caralh,1
tnc hoj antidoping vai trav,1
ador k,0
deu m pen viad,1
agor cheg outr fic embreag,0
ontem vi li comentri pq var pesso fal sobr dorm morr med ai madrug acord nad lev put sust sla pul cam algum mat,0
t friozinh sent voc hoj ia pisc buraquinh to fort pau ia quer ver voc fal fri tcod0dsfi05bs,1
deix chup caralh escond,0
pod mand nud tb tcodkfgr4oymb,0
vsf vai,1
quer livinh vid t to aind clip pilantrag put q par gostos dk caralh,1
jur deus j vi lomotif umas 50 vez tod morr vontad sent ness filh put lind caralh vsf,1
t lix net,0
duas put manc,1
ler tuit pf ajud vam alcan nmer estrond tag stf precis respeit pov tod ns unirm vai bomb cont vc talkey stfvergonhanacional,0
putinh dupl penetra k,1
fei msm,1
sex nao sei quis vir aqu assist netflix agarradinh pra gent fic faz carinh outr at nao aguent tesa acab trans tud bem,1
ignor algum voc gost caus mesm rea qumic crebr les fsic,0
aond mont fal mal ningum vai embor morr acha algum mor aqu quer caralh idi quer t mor bem long daqu pud dinheir dess,1
vou deix preocup vcs q lix,0
odei mand porr mensag respond,0
nand reis 31082018 vac loc mog cruz sp,0
aparnc personal car fest onde vou ver nunc aparnc sempr vou personal pesso pq bonitinh cu j mand ir merd tcouxi2cxnup,1
sai bix pau,1
ss vi vid cara,0
ah tom cu mulequ parec q sang porr,1
dev ter enfi camis branc tud cu possvel,1
mund olha pra mim pens hm ta quietinh dem ne vou fud vc,0
truc q ensin crian escol put jog daor,1
porr n consegu n,1
pqp quer ter vist sen k,0
pqp ai so lembr prison break,0
n sei oq retard assist acredit faz,1
put merd t toc night fev bee gees agor nunc to empoder,0
narut cresc tals aind nao vi nad dem q dig uou fdp vam esper p ver,0
geromel kanemann geromel bras kanemann bras geromel paul mirand geromel rodrigu kanemann rodrigu kanemann paul mirand bras paul mirand rodrigu paul mirand geromel sozinh outr zagueir expuls 10 t bom agor tcowus7cgrjql,0
ping sensatez mei h mar imbecil,0
man macac vei j dev nataly,0
nad nov boz seguidor to pra prov,0
gent t acostum ver design semit psicolog grup aplic pros inter capital cinc ruim uso errad,0
gent acho ns j pod exclu sociedad gamers gast fortun jog pq pqp,1
fic mal mach escrot eh fod,1
man quant escut music grav fic pqp tco44bnw4qkz,1
brig sac s rol voador sabad,1
pqp olha ltim pont perfeit,1
gat caralh tcocmr6cm6wap,0
drx q to chat at agr caus carr andr gent batalh pra ter cois vem uns fdp tom,0
sint extrem incomod tant ja deix lad caus dess caralh,1
car porr picol gostos,1
gost prioridad segund opo vc enfi cu,1
pqp professor cont comig pra tud,1
ae porr voleinaglob,1
im gring,0
namoral desist dess celul,0
porr der fcil assim snr,1
k nad bgl eo tre papa k,0
clsric wual segred belez,0
linh tnu legal demonstr q import algum faz papel idiot pq pesso t cag pra ti,0
k acontec pra caralh,0
funkyy cara olha som doid disgras ai fdp ve pist ecologic rin igual disgras pens porr car ta doida md porr nhm uso merd cara olha pra q md exist zenon records ecologic tcob5xobeg0u7,1
to fed vodk maldit,1
camet,0
fei bonit n kjk amor,1
dia lind vsf,1
marromdepend situa,0
pqp vam ver vai ai fal aqu k,1
pq q to fei hein,1
baian amig marlon deu pt aqu cas ali baian,0
s govern imaginri n pq realidad misericrd,0
voc serv pra lix intil,1
sempr son vai embor fal tchau marcel bom fds juz hem precis,0
ma porr,1
odei almo hor cert fic enjo perc apetit,0
boa sort ness nov caminh,0
simples consegu perd ident dentr carteir lug bvi possvel pior tud q ligu p cas v fiz bo onlin carai,1
gent com gost pesso q t ai pra gent aind gost outr r porqu gent burr,0
porr cad cadillac dinossaur,0
aind gent retard achand exist sincer consig entend elena,1
vem outubr,0
vc ta diz pq vc rob ne engan bot lix kid,1
ache plen certez k j envolv sab di,0
pessoacom aprend to retard tcost4fz4gmtd,0
tqui caralh vam brasil vam menin,1
nao defeit pqp junt duas cois q amo mitolog camren tcoeglnouma89,1
porr vem s pesso cab deus livr,1
car cu pretinh represent,1
cara mo fracass vey k,0
dei unf umaum tal gil arianators txic sit noj estrag porr fandom,1
brasil tent ping coliri olho pra nao fod gostos,0
emissor govern aprendeassociaa advog direit mand oab eleia president oab vot diret seccionaisdev men chap branc faz jornal,0
man fei sent cim,0
incrvel pra caralh precis par diminu caus outr,1
adiant dar super fic post indiretinh p mim retard,1
professor mimos gost nad ver tcobwn69eu5jr,0
precis cuid pblic sad l quer gord porqu orgulhas gord lind andam usar tod recurs tiv problem seri cag ti falam,1
escol,0
hoj inici ginast ritmtic jog panamerican classifica individual geral brbar doming aro bol natl gaudi bol bol alm conjunt 5 bol pannarecordnews zdcnopan lima2019 pannosportv tcoswvaoqsvj2,0
oz odei pov retard tcotkerarzem1,1
man precis mt pacinc mt msm pq pqp,1
salv maurci doming vitr pra cim etern fregus fiel avant palestr,0
sang olho dand carrinh dand porr coring pod perd nad derby paulist motivacional tcoiquvhkota9 vaicorinthians umscorinthians tco6mblalfyvb,0
q vontad dar sosseg dess rol,0
lev ment joelh t fud lev,0
